name,round_number,damage_type,damage_code,total
cabdf57e-f606-447c-8947-8167110ac52b,1700,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1701,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1702,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1703,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1704,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1705,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1706,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1707,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1708,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1709,Piercing,1d6 + 2,12
cabdf57e-f606-447c-8947-8167110ac52b,1710,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1711,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1712,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1713,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1714,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1715,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1716,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1717,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1718,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1719,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1720,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1721,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1722,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1723,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1724,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1725,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1726,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1727,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1728,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1729,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1730,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1731,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1732,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1733,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1734,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1735,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1736,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1737,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1738,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1739,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1740,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1741,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1742,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1743,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1744,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1745,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1746,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1747,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1748,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1749,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1750,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1751,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1752,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1753,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1754,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1755,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1756,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1757,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1758,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1759,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1760,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1761,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1762,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1763,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1764,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1765,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1766,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1767,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1768,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1769,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1770,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1771,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1772,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1773,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1774,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1775,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1776,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1777,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1778,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1779,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1780,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1781,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1782,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1783,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1784,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1785,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1786,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1787,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1788,Piercing,1d6 + 2,12
cabdf57e-f606-447c-8947-8167110ac52b,1789,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1790,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1791,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1792,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1793,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1794,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1795,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1796,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1797,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1798,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1799,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1800,Piercing,1d6 + 2,12
cabdf57e-f606-447c-8947-8167110ac52b,1801,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1802,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1803,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1804,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1805,Piercing,1d6 + 2,12
cabdf57e-f606-447c-8947-8167110ac52b,1806,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1807,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1808,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1809,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1810,Piercing,1d6 + 2,9
cabdf57e-f606-447c-8947-8167110ac52b,1811,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1812,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1813,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1814,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1815,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1816,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1817,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1818,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1819,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1820,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1821,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1822,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1823,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1824,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1825,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1826,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1827,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1828,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1829,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1830,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1831,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1832,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1833,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1834,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1835,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1836,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1837,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1838,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1839,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1840,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1841,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1842,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1843,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1844,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1845,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1846,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1847,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1848,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1849,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1850,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1851,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1852,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1853,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1854,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1855,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1856,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1857,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1858,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1859,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1860,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1861,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1862,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1863,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1864,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1865,Piercing,1d6 + 2,13
cabdf57e-f606-447c-8947-8167110ac52b,1866,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1867,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1868,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1869,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1870,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1871,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1872,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1873,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1874,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1875,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1876,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1877,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1878,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1879,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1880,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1881,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1882,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1883,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1884,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1885,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1886,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1887,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1888,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1889,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1890,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1891,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1892,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1893,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1894,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1895,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1896,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1897,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1898,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1899,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1900,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1901,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1902,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1903,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1904,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1905,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1906,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1907,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1908,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1909,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1910,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1911,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1912,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1913,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1914,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1915,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1916,Piercing,1d6 + 2,9
cabdf57e-f606-447c-8947-8167110ac52b,1917,Piercing,1d6 + 2,9
cabdf57e-f606-447c-8947-8167110ac52b,1918,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1919,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1920,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1921,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1922,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1923,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1924,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1925,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1926,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1927,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1928,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1929,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1930,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1931,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1932,Piercing,1d6 + 2,10
cabdf57e-f606-447c-8947-8167110ac52b,1933,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1934,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1935,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1936,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1937,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1938,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1939,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1940,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1941,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1942,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1943,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1944,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1945,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1946,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1947,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1948,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1949,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1950,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1951,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1952,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1953,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1954,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1955,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1956,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1957,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1958,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1959,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1960,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1961,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1962,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1963,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1964,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1965,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1966,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1967,Piercing,1d6 + 2,9
cabdf57e-f606-447c-8947-8167110ac52b,1968,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1969,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1970,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1971,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1972,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1973,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1974,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1975,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1976,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1977,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1978,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1979,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1980,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1981,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1982,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1983,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1984,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,1985,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1986,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1987,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1988,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1989,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,1990,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,1991,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,1992,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1993,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1994,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1995,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,1996,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,1997,Piercing,1d6 + 2,10
cabdf57e-f606-447c-8947-8167110ac52b,1998,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,1999,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2000,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,2001,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2002,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2003,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2004,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2005,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,2006,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2007,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2008,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2009,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,2010,Piercing,1d6 + 2,13
cabdf57e-f606-447c-8947-8167110ac52b,2011,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2012,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2013,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2014,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2015,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2016,Piercing,1d6 + 2,9
cabdf57e-f606-447c-8947-8167110ac52b,2017,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2018,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2019,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2020,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,2021,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,2022,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2023,Piercing,1d6 + 2,10
cabdf57e-f606-447c-8947-8167110ac52b,2024,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,2025,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2026,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2027,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2028,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2029,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2030,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2031,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,2032,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,2033,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,2034,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,2035,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2036,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2037,Piercing,1d6 + 2,7
cabdf57e-f606-447c-8947-8167110ac52b,2038,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2039,Piercing,1d6 + 2,3
cabdf57e-f606-447c-8947-8167110ac52b,2040,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2041,Piercing,1d6 + 2,12
cabdf57e-f606-447c-8947-8167110ac52b,2042,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,2043,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,2044,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2045,Piercing,1d6 + 2,8
cabdf57e-f606-447c-8947-8167110ac52b,2046,Piercing,1d6 + 2,5
cabdf57e-f606-447c-8947-8167110ac52b,2047,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,2048,Piercing,1d6 + 2,4
cabdf57e-f606-447c-8947-8167110ac52b,2049,miss,miss,0
cabdf57e-f606-447c-8947-8167110ac52b,2050,Piercing,1d6 + 2,6
cabdf57e-f606-447c-8947-8167110ac52b,2051,miss,miss,0
